review_id,brand,industry,review_text,rating,review_date,source,price_level,feature_category,sentiment_label,sentiment_score,aspect,region,market_share_est,competitor_type
202,urban curry,restaurant,"clean place and tasty meals, will visit again.",4,5/22/2025,instagram,3,product,positive,0.69,service,india - chennai,39.73,enterprise
203,trendwear,clothing,trendy designs and affordable prices.,4,8/18/2025,google,3,support,positive,0.75,price,india - bangalore,19.65,sme
204,ocean bites,restaurant,overpriced for the portion size.,2,2/1/2025,yelp,2,service,negative,-0.54,support,sri lanka - colombo,34.38,enterprise
205,greenbasket,supermarket,long queues at checkout counters.,1,10/24/2024,facebook,1,product,negative,-0.8,experience,india - chennai,24.24,enterprise
206,greenbasket,supermarket,fresh vegetables and well organized shelves.,5,2/3/2024,facebook,2,support,positive,0.98,quality,sri lanka - colombo,35.82,enterprise
207,quickeats,food delivery,app crashed while placing order.,2,2/4/2024,google,1,support,negative,-0.45,experience,india - bangalore,8.76,sme
208,dailyneeds,supermarket,store is okay but sometimes crowded.,3,3/16/2024,instagram,3,product,neutral,0.03,support,sri lanka - kandy,6.05,startup
209,modaline,clothing,trendy designs and affordable prices.,4,7/3/2024,yelp,2,support,positive,0.63,price,india - chennai,20.72,startup
210,fooddash,food delivery,easy app to use and good tracking system.,4,10/8/2025,google,3,product,positive,0.73,delivery,sri lanka - kandy,26.1,sme
211,modaline,clothing,good quality fabric and perfect fit.,4,8/2/2025,instagram,1,service,positive,0.69,experience,india - bangalore,25.65,sme
212,brightpath college,academic,poor communication from administration.,2,2/13/2024,appstore,3,delivery,negative,-0.93,delivery,sri lanka - kandy,14.44,startup
213,futurelearn center,academic,poor communication from administration.,1,1/17/2025,google,3,support,negative,-0.63,quality,sri lanka - colombo,9.81,sme
214,speedybite,food delivery,order was delayed and items missing.,1,2/2/2024,instagram,1,support,negative,-0.9,service,india - chennai,16.21,sme
215,trendwear,clothing,quality is acceptable for the price.,4,4/19/2024,appstore,1,product,neutral,0.16,support,sri lanka - kandy,26.31,sme
216,brightpath college,academic,teachers explain concepts clearly and provide good support.,4,2/24/2025,instagram,1,support,positive,0.97,experience,sri lanka - kandy,28.06,sme
217,greenbasket,supermarket,quick billing and helpful staff.,4,5/17/2025,appstore,1,product,positive,0.58,price,sri lanka - colombo,28.12,startup
218,trendwear,clothing,designs are decent but limited options.,3,6/16/2025,instagram,1,support,neutral,0.1,support,sri lanka - kandy,12.19,sme
219,urban threads,clothing,trendy designs and affordable prices.,4,2/15/2024,facebook,2,delivery,positive,0.99,price,india - bangalore,29.9,sme
220,futurelearn center,academic,poor communication from administration.,1,2/11/2024,instagram,2,support,negative,-0.46,service,india - bangalore,27.43,startup
221,modaline,clothing,trendy designs and affordable prices.,5,9/27/2025,appstore,2,service,positive,0.63,experience,india - bangalore,38.09,startup
222,freshmart,supermarket,wide variety of products at good prices.,5,9/7/2025,appstore,1,delivery,positive,0.88,experience,sri lanka - colombo,11.66,startup
223,spice garden,restaurant,great ambience and quick service. loved the dinner experience.,5,10/25/2025,yelp,2,delivery,positive,0.69,service,sri lanka - kandy,15.43,startup
224,grand tandoori,restaurant,great ambience and quick service. loved the dinner experience.,4,9/19/2024,instagram,2,service,positive,0.78,price,india - chennai,31.56,sme
225,brightpath college,academic,teachers explain concepts clearly and provide good support.,5,8/2/2024,appstore,1,delivery,positive,0.82,service,india - bangalore,24.28,enterprise
226,freshmart,supermarket,quick billing and helpful staff.,4,7/8/2025,appstore,1,support,positive,0.76,price,india - bangalore,10.81,startup
227,quickeats,food delivery,cold food and poor packaging.,2,5/14/2025,facebook,2,service,negative,-0.61,experience,india - chennai,37.46,sme
228,greenbasket,supermarket,store is okay but sometimes crowded.,4,9/28/2024,yelp,2,service,neutral,0.02,price,sri lanka - kandy,13.12,sme
229,urban curry,restaurant,the food was delicious and the staff were very friendly.,5,6/10/2024,facebook,1,support,positive,0.9,price,sri lanka - colombo,31.81,enterprise
230,nextgen institute,academic,teachers explain concepts clearly and provide good support.,4,8/29/2024,yelp,2,support,positive,0.98,support,sri lanka - kandy,35.74,sme
231,citygrocer,supermarket,wide variety of products at good prices.,4,2/14/2025,yelp,1,service,positive,0.93,delivery,india - bangalore,15.96,startup
232,modaline,clothing,clothes feel comfortable and durable.,5,8/27/2025,google,1,product,positive,0.94,service,india - bangalore,36.39,startup
233,futurelearn center,academic,classes often cancelled without notice.,1,4/14/2025,instagram,3,product,negative,-0.67,delivery,sri lanka - colombo,15.03,sme
234,speedybite,food delivery,easy app to use and good tracking system.,5,3/7/2024,yelp,2,delivery,positive,0.86,service,sri lanka - kandy,16.9,enterprise
235,nextgen institute,academic,great learning environment and useful course materials.,5,10/23/2025,yelp,1,product,positive,0.93,service,sri lanka - kandy,23.85,enterprise
236,modaline,clothing,designs are decent but limited options.,3,11/14/2025,yelp,1,delivery,neutral,0.2,service,india - chennai,26.08,sme
237,grand tandoori,restaurant,service was fine but a bit slow during peak hours.,3,3/26/2024,instagram,1,support,neutral,0.01,service,india - chennai,21.81,startup
238,nextgen institute,academic,flexible schedules and practical lessons.,5,5/2/2024,instagram,1,delivery,positive,0.94,price,india - chennai,25.86,startup
239,greenbasket,supermarket,wide variety of products at good prices.,5,8/2/2024,appstore,1,support,positive,0.59,price,sri lanka - colombo,20.4,startup
240,freshmart,supermarket,store is okay but sometimes crowded.,3,10/23/2025,google,3,delivery,neutral,0.29,support,sri lanka - kandy,7.94,sme
241,quickeats,food delivery,app crashed while placing order.,1,5/15/2025,instagram,3,support,negative,-0.56,price,india - bangalore,27.43,startup
242,trendwear,clothing,fabric quality is poor and shrank after washing.,2,1/8/2025,google,2,product,negative,-0.86,quality,sri lanka - kandy,12.29,sme
243,speedybite,food delivery,easy app to use and good tracking system.,5,2/2/2025,appstore,3,delivery,positive,0.96,experience,sri lanka - colombo,20.67,enterprise
244,fooddash,food delivery,order was delayed and items missing.,2,8/30/2025,appstore,1,service,negative,-0.52,experience,sri lanka - kandy,38.29,startup
245,spice garden,restaurant,"average taste, reasonable price.",3,4/2/2024,facebook,1,service,neutral,0.2,service,india - chennai,30.94,startup
246,futurelearn center,academic,outdated materials and unhelpful staff.,2,4/24/2024,google,1,product,negative,-0.54,price,india - chennai,6.21,enterprise
247,trendwear,clothing,good quality fabric and perfect fit.,4,3/13/2025,yelp,2,support,positive,0.53,quality,sri lanka - kandy,15.72,startup
248,nextgen institute,academic,facilities are average.,3,4/2/2025,facebook,3,delivery,neutral,0.09,support,india - chennai,22.09,sme
249,spice garden,restaurant,food arrived cold and the service was slow.,1,6/10/2025,appstore,1,service,negative,-0.52,quality,india - bangalore,10.16,sme
250,futurelearn center,academic,flexible schedules and practical lessons.,5,3/13/2024,appstore,1,product,positive,0.67,price,india - chennai,30.62,sme
251,ocean bites,restaurant,overpriced for the portion size.,1,11/12/2024,facebook,3,delivery,negative,-0.76,experience,india - bangalore,11.32,sme
252,mealgo,food delivery,app crashed while placing order.,1,4/23/2024,instagram,1,support,negative,-0.97,service,india - chennai,35.4,startup
253,urban curry,restaurant,authentic flavors and generous portions.,4,2/19/2025,google,1,service,positive,0.59,price,india - chennai,19.3,startup
254,urban curry,restaurant,staff were rude and the place was not clean.,2,9/12/2025,appstore,2,support,negative,-0.42,experience,sri lanka - colombo,8.5,sme
255,citygrocer,supermarket,fresh vegetables and well organized shelves.,4,3/23/2025,facebook,2,support,positive,1,service,india - chennai,18.94,sme
256,urban threads,clothing,good quality fabric and perfect fit.,4,4/12/2024,google,1,service,positive,0.94,service,india - bangalore,29.91,enterprise
257,dailyneeds,supermarket,wide variety of products at good prices.,4,1/18/2025,yelp,2,delivery,positive,0.59,support,india - chennai,19.77,enterprise
258,urban curry,restaurant,staff were rude and the place was not clean.,2,4/16/2025,appstore,3,product,negative,-0.79,experience,sri lanka - kandy,28.08,sme
259,speedybite,food delivery,easy app to use and good tracking system.,4,3/26/2025,facebook,2,service,positive,0.94,support,sri lanka - kandy,38.72,sme
260,trendwear,clothing,clothes feel comfortable and durable.,5,3/17/2025,instagram,2,support,positive,0.53,support,india - chennai,16.91,sme
261,fooddash,food delivery,delivery time was acceptable.,4,2/24/2025,yelp,3,delivery,neutral,0.27,price,sri lanka - kandy,33.7,enterprise
262,urban curry,restaurant,food arrived cold and the service was slow.,2,9/6/2024,appstore,1,delivery,negative,-0.94,delivery,india - chennai,19.38,sme
263,citygrocer,supermarket,fresh vegetables and well organized shelves.,5,10/1/2024,facebook,1,support,positive,0.81,service,india - chennai,16.73,enterprise
264,freshmart,supermarket,wide variety of products at good prices.,4,5/3/2024,google,3,support,positive,0.95,support,sri lanka - colombo,34.87,sme
265,speedybite,food delivery,cold food and poor packaging.,1,11/13/2025,yelp,2,support,negative,-0.75,support,india - bangalore,27.42,enterprise
266,speedybite,food delivery,app works fine but nothing impressive.,4,9/23/2025,yelp,1,delivery,neutral,-0.03,price,sri lanka - kandy,37.64,startup
267,citygrocer,supermarket,quick billing and helpful staff.,4,12/27/2024,appstore,1,delivery,positive,0.93,price,sri lanka - kandy,22.26,startup
268,grand tandoori,restaurant,great ambience and quick service. loved the dinner experience.,5,5/19/2024,yelp,2,product,positive,0.6,quality,india - chennai,25.39,startup
269,spice garden,restaurant,staff were rude and the place was not clean.,2,5/26/2024,google,2,delivery,negative,-0.88,delivery,india - chennai,14.54,startup
270,greenbasket,supermarket,store is okay but sometimes crowded.,4,2/20/2025,appstore,1,service,neutral,0.18,experience,sri lanka - kandy,16.38,startup
271,trendwear,clothing,trendy designs and affordable prices.,5,5/14/2024,instagram,3,product,positive,0.85,support,india - chennai,39.61,enterprise
272,futurelearn center,academic,classes often cancelled without notice.,2,11/19/2024,google,3,delivery,negative,-0.81,quality,india - chennai,25.96,startup
273,quickeats,food delivery,reliable service and accurate orders.,4,3/1/2025,yelp,1,product,positive,0.5,experience,sri lanka - kandy,27.21,startup
274,grand tandoori,restaurant,staff were rude and the place was not clean.,2,2/15/2025,appstore,3,product,negative,-0.58,delivery,india - bangalore,7.06,startup
275,brightpath college,academic,course content is fine but could be updated.,3,1/13/2024,yelp,2,service,neutral,-0.02,price,india - bangalore,24.06,startup
276,trendwear,clothing,trendy designs and affordable prices.,4,1/8/2024,yelp,3,delivery,positive,0.94,experience,india - chennai,12.13,startup
277,futurelearn center,academic,facilities are average.,3,3/5/2024,facebook,3,product,neutral,0.22,quality,india - bangalore,21.07,sme
278,dailyneeds,supermarket,some items were expired on the shelf.,1,11/13/2024,instagram,1,product,negative,-0.46,price,india - bangalore,35.34,enterprise
279,freshmart,supermarket,quick billing and helpful staff.,4,7/25/2025,google,3,delivery,positive,0.72,delivery,sri lanka - kandy,31.53,enterprise
280,urban curry,restaurant,service was fine but a bit slow during peak hours.,3,12/19/2024,instagram,2,delivery,neutral,0.07,service,india - chennai,37.3,startup
281,stylehub,clothing,good quality fabric and perfect fit.,5,11/23/2024,appstore,2,service,positive,0.69,experience,sri lanka - colombo,16.32,enterprise
282,urban threads,clothing,sizes were inaccurate and returns were difficult.,1,2/1/2025,google,3,support,negative,-0.65,price,india - bangalore,12.29,startup
283,dailyneeds,supermarket,long queues at checkout counters.,2,2/5/2025,google,2,support,negative,-0.6,experience,sri lanka - kandy,15.07,enterprise
284,quickeats,food delivery,cold food and poor packaging.,1,6/21/2024,appstore,3,support,negative,-0.93,quality,india - chennai,5.11,sme
285,spice garden,restaurant,great ambience and quick service. loved the dinner experience.,5,2/26/2024,facebook,3,service,positive,0.68,experience,sri lanka - kandy,7.57,enterprise
286,mealgo,food delivery,reliable service and accurate orders.,5,3/13/2024,google,3,delivery,positive,0.65,price,sri lanka - colombo,18.82,sme
287,nextgen institute,academic,flexible schedules and practical lessons.,5,10/28/2025,yelp,2,delivery,positive,0.93,quality,sri lanka - kandy,5.28,startup
288,ocean bites,restaurant,authentic flavors and generous portions.,4,11/8/2024,google,3,product,positive,0.51,support,sri lanka - kandy,27.94,enterprise
289,citygrocer,supermarket,fresh vegetables and well organized shelves.,4,4/17/2024,yelp,3,delivery,positive,0.54,service,sri lanka - kandy,13.22,startup
290,greenbasket,supermarket,wide variety of products at good prices.,5,4/13/2024,google,1,delivery,positive,0.53,experience,india - bangalore,32.07,enterprise
291,freshmart,supermarket,store is okay but sometimes crowded.,4,11/11/2025,appstore,3,product,neutral,0.07,delivery,sri lanka - colombo,21.54,enterprise
292,mealgo,food delivery,delivery was fast and food arrived hot.,4,7/3/2024,facebook,1,service,positive,0.89,delivery,india - bangalore,34.83,startup
293,citygrocer,supermarket,store is okay but sometimes crowded.,3,6/2/2025,yelp,3,support,neutral,0.01,support,sri lanka - kandy,14.33,enterprise
294,brightpath college,academic,great learning environment and useful course materials.,5,2/26/2025,yelp,2,support,positive,0.83,support,india - bangalore,17.25,startup
295,nextgen institute,academic,great learning environment and useful course materials.,5,5/1/2025,appstore,2,product,positive,0.81,quality,india - chennai,17.11,enterprise
296,citygrocer,supermarket,wide variety of products at good prices.,4,1/29/2025,instagram,2,delivery,positive,0.51,price,sri lanka - kandy,23.97,startup
297,nextgen institute,academic,great learning environment and useful course materials.,4,9/28/2025,yelp,2,support,positive,0.83,price,sri lanka - colombo,18.07,enterprise
298,fooddash,food delivery,delivery time was acceptable.,3,1/18/2024,google,2,service,neutral,0.08,delivery,india - bangalore,16.78,startup
299,ocean bites,restaurant,great ambience and quick service. loved the dinner experience.,4,12/16/2024,yelp,3,product,positive,0.55,experience,india - bangalore,28.1,enterprise
300,urban curry,restaurant,staff were rude and the place was not clean.,2,1/19/2024,google,1,delivery,negative,-0.72,quality,sri lanka - kandy,14.46,startup
301,mealgo,food delivery,easy app to use and good tracking system.,4,10/10/2024,appstore,1,delivery,positive,0.97,experience,india - chennai,36.33,sme
302,brightpath college,academic,flexible schedules and practical lessons.,5,7/5/2024,appstore,1,service,positive,0.6,service,india - chennai,8.59,sme
303,skillbridge academy,academic,great learning environment and useful course materials.,5,11/4/2025,facebook,1,support,positive,0.77,experience,sri lanka - kandy,33.63,sme
304,stylehub,clothing,fabric quality is poor and shrank after washing.,1,11/2/2025,facebook,2,product,negative,-0.91,price,sri lanka - colombo,15.22,enterprise
305,urban threads,clothing,designs are decent but limited options.,4,6/9/2024,instagram,3,support,neutral,0.23,experience,india - chennai,7.94,sme
306,skillbridge academy,academic,teachers explain concepts clearly and provide good support.,5,12/13/2024,appstore,1,support,positive,0.55,quality,sri lanka - colombo,14.28,sme
307,modaline,clothing,good quality fabric and perfect fit.,4,7/13/2025,facebook,1,support,positive,0.91,support,sri lanka - kandy,30.23,sme
308,urban curry,restaurant,food arrived cold and the service was slow.,1,8/9/2024,google,1,product,negative,-0.95,experience,india - chennai,11.55,startup
309,speedybite,food delivery,order was delayed and items missing.,1,1/20/2024,appstore,1,delivery,negative,-0.85,support,sri lanka - kandy,18.96,sme
310,modaline,clothing,designs are decent but limited options.,4,10/17/2025,yelp,1,service,neutral,-0.09,experience,india - bangalore,24.96,enterprise
311,fooddash,food delivery,reliable service and accurate orders.,5,9/23/2024,yelp,3,service,positive,0.75,support,sri lanka - kandy,21.11,sme
312,modaline,clothing,trendy designs and affordable prices.,4,11/8/2024,instagram,2,service,positive,0.84,delivery,india - bangalore,33.03,sme
313,skillbridge academy,academic,teachers explain concepts clearly and provide good support.,5,10/23/2025,facebook,1,service,positive,0.8,delivery,india - bangalore,22.93,enterprise
314,futurelearn center,academic,course content is fine but could be updated.,4,9/13/2025,yelp,3,support,neutral,0.16,experience,india - bangalore,30.92,enterprise
315,dailyneeds,supermarket,store is okay but sometimes crowded.,4,8/31/2024,yelp,2,product,neutral,0.15,experience,sri lanka - colombo,16.31,sme
316,mealgo,food delivery,reliable service and accurate orders.,4,8/5/2024,instagram,2,delivery,positive,0.59,service,india - chennai,37.43,enterprise
317,citygrocer,supermarket,wide variety of products at good prices.,5,9/1/2025,yelp,2,support,positive,0.99,quality,india - bangalore,6.91,startup
318,urban threads,clothing,good quality fabric and perfect fit.,5,1/25/2025,instagram,3,service,positive,0.95,price,india - chennai,37.51,sme
319,fooddash,food delivery,cold food and poor packaging.,1,2/25/2025,yelp,1,service,negative,-0.9,quality,sri lanka - colombo,21.04,startup
320,greenbasket,supermarket,wide variety of products at good prices.,5,6/15/2024,instagram,1,product,positive,0.52,support,india - chennai,5.03,startup
321,skillbridge academy,academic,teachers explain concepts clearly and provide good support.,4,3/26/2024,instagram,3,product,positive,0.83,price,sri lanka - colombo,30.43,enterprise
322,greenbasket,supermarket,staff not responsive when asking for help.,2,5/4/2025,yelp,1,delivery,negative,-0.66,service,india - bangalore,24.01,sme
323,grand tandoori,restaurant,authentic flavors and generous portions.,4,12/5/2024,appstore,3,delivery,positive,0.59,experience,sri lanka - kandy,15.86,sme
324,greenbasket,supermarket,wide variety of products at good prices.,4,1/12/2025,facebook,3,service,positive,0.99,experience,india - bangalore,31.67,enterprise
325,mealgo,food delivery,easy app to use and good tracking system.,5,6/21/2025,yelp,1,service,positive,0.92,service,india - chennai,31.77,enterprise
326,spice garden,restaurant,food was okay but nothing special.,4,5/8/2025,facebook,1,service,neutral,0.02,delivery,sri lanka - colombo,27.57,enterprise
327,mealgo,food delivery,easy app to use and good tracking system.,4,2/10/2025,facebook,3,service,positive,0.85,price,india - chennai,18.92,enterprise
328,brightpath college,academic,facilities are average.,4,10/22/2025,yelp,1,support,neutral,0,quality,sri lanka - kandy,31.63,sme
329,fooddash,food delivery,reliable service and accurate orders.,5,9/18/2025,facebook,3,delivery,positive,0.74,support,india - chennai,13.66,enterprise
330,brightpath college,academic,facilities are average.,3,12/3/2024,yelp,2,service,neutral,0.21,support,sri lanka - colombo,17.6,startup
331,modaline,clothing,quality is acceptable for the price.,4,5/30/2024,instagram,3,support,neutral,0.21,support,sri lanka - colombo,36.14,sme
332,fooddash,food delivery,reliable service and accurate orders.,5,5/4/2024,instagram,2,delivery,positive,0.51,quality,sri lanka - kandy,9.65,sme
333,quickeats,food delivery,easy app to use and good tracking system.,5,11/20/2025,yelp,2,service,positive,0.98,delivery,india - bangalore,22.78,enterprise
334,urban threads,clothing,sizes were inaccurate and returns were difficult.,1,5/29/2024,yelp,3,support,negative,-0.89,service,india - bangalore,20.59,enterprise
335,freshmart,supermarket,fresh vegetables and well organized shelves.,5,3/15/2025,appstore,1,delivery,positive,0.72,quality,india - bangalore,5.48,enterprise
336,grand tandoori,restaurant,"clean place and tasty meals, will visit again.",4,5/21/2025,appstore,3,product,positive,0.67,experience,india - chennai,15.94,enterprise
337,futurelearn center,academic,course content is fine but could be updated.,4,4/2/2025,facebook,1,product,neutral,-0.09,quality,sri lanka - kandy,32.81,enterprise
338,nextgen institute,academic,flexible schedules and practical lessons.,4,3/14/2025,appstore,2,delivery,positive,0.75,experience,india - chennai,23.4,enterprise
339,stylehub,clothing,fabric quality is poor and shrank after washing.,2,9/23/2024,yelp,1,product,negative,-0.85,support,sri lanka - colombo,14.24,sme
340,skillbridge academy,academic,flexible schedules and practical lessons.,5,4/2/2024,appstore,2,service,positive,0.6,service,sri lanka - colombo,19.9,startup
341,nextgen institute,academic,great learning environment and useful course materials.,5,11/9/2024,instagram,3,product,positive,0.89,quality,india - chennai,13.24,enterprise
342,citygrocer,supermarket,store is okay but sometimes crowded.,3,7/28/2025,google,3,delivery,neutral,0.27,experience,sri lanka - kandy,14.31,startup
343,greenbasket,supermarket,fresh vegetables and well organized shelves.,5,5/14/2024,yelp,2,support,positive,0.86,delivery,sri lanka - kandy,19.88,startup
344,freshmart,supermarket,fresh vegetables and well organized shelves.,5,6/20/2024,instagram,1,service,positive,0.93,delivery,sri lanka - colombo,31.82,startup
345,dailyneeds,supermarket,fresh vegetables and well organized shelves.,4,5/30/2025,google,3,delivery,positive,0.91,quality,sri lanka - kandy,25.82,sme
346,futurelearn center,academic,facilities are average.,4,4/7/2025,facebook,2,service,neutral,0.27,price,sri lanka - kandy,21.21,enterprise
347,modaline,clothing,clothes feel comfortable and durable.,5,9/4/2024,google,2,service,positive,0.81,experience,sri lanka - kandy,36.9,sme
348,grand tandoori,restaurant,service was fine but a bit slow during peak hours.,3,5/20/2024,facebook,1,delivery,neutral,0.05,service,sri lanka - kandy,30.51,sme
349,greenbasket,supermarket,quick billing and helpful staff.,4,4/2/2025,appstore,2,support,positive,0.95,service,sri lanka - kandy,6.56,sme
350,dailyneeds,supermarket,quick billing and helpful staff.,4,2/9/2024,facebook,1,product,positive,0.95,support,india - chennai,17.14,startup
351,dailyneeds,supermarket,products are available but prices are average.,3,1/29/2025,instagram,1,service,neutral,0.24,price,india - bangalore,16.63,startup
352,ocean bites,restaurant,food arrived cold and the service was slow.,1,1/14/2024,appstore,1,product,negative,-0.66,quality,india - bangalore,38.08,sme
353,urban curry,restaurant,great ambience and quick service. loved the dinner experience.,5,10/12/2025,facebook,2,delivery,positive,0.55,service,india - bangalore,29.16,enterprise
354,greenbasket,supermarket,fresh vegetables and well organized shelves.,5,10/24/2024,yelp,1,service,positive,0.75,quality,india - chennai,10.21,startup
355,ocean bites,restaurant,overpriced for the portion size.,2,5/12/2024,yelp,3,support,negative,-0.65,delivery,sri lanka - colombo,8.89,enterprise
356,modaline,clothing,sizes were inaccurate and returns were difficult.,1,8/2/2025,appstore,2,support,negative,-0.6,experience,sri lanka - colombo,25.03,enterprise
357,ocean bites,restaurant,"clean place and tasty meals, will visit again.",5,6/2/2025,google,1,service,positive,0.9,quality,sri lanka - kandy,20.31,sme
358,spice garden,restaurant,authentic flavors and generous portions.,4,4/19/2025,yelp,2,service,positive,0.86,quality,sri lanka - kandy,39.93,enterprise
359,grand tandoori,restaurant,staff were rude and the place was not clean.,2,1/22/2024,appstore,2,service,negative,-0.75,service,sri lanka - colombo,24.21,enterprise
360,citygrocer,supermarket,fresh vegetables and well organized shelves.,5,11/17/2025,facebook,1,support,positive,0.81,experience,sri lanka - kandy,21.28,startup
361,grand tandoori,restaurant,"clean place and tasty meals, will visit again.",4,3/22/2025,instagram,1,support,positive,0.73,experience,india - bangalore,22.47,enterprise
362,urban threads,clothing,overpriced for low quality material.,1,11/10/2024,appstore,2,service,negative,-0.93,support,sri lanka - kandy,27.48,sme
363,mealgo,food delivery,reliable service and accurate orders.,4,6/21/2025,yelp,3,product,positive,0.81,support,sri lanka - kandy,33.11,sme
364,skillbridge academy,academic,flexible schedules and practical lessons.,4,11/10/2025,instagram,2,delivery,positive,0.85,quality,sri lanka - colombo,11.68,startup
365,modaline,clothing,overpriced for low quality material.,1,12/26/2024,appstore,1,service,negative,-0.77,service,sri lanka - colombo,39.01,enterprise
366,greenbasket,supermarket,long queues at checkout counters.,1,10/17/2025,instagram,1,support,negative,-1,delivery,india - bangalore,21.69,startup
367,quickeats,food delivery,reliable service and accurate orders.,4,7/31/2025,instagram,2,service,positive,0.64,price,india - bangalore,23.85,enterprise
368,speedybite,food delivery,app works fine but nothing impressive.,3,7/16/2024,yelp,1,service,neutral,0.01,experience,sri lanka - kandy,38.42,sme
369,brightpath college,academic,great learning environment and useful course materials.,4,1/3/2024,facebook,1,support,positive,0.55,service,india - chennai,5.74,startup
370,mealgo,food delivery,easy app to use and good tracking system.,5,10/6/2025,facebook,1,support,positive,0.83,delivery,sri lanka - colombo,30.73,sme
371,nextgen institute,academic,teachers explain concepts clearly and provide good support.,4,4/6/2024,appstore,1,delivery,positive,0.77,delivery,india - bangalore,5.99,sme
372,ocean bites,restaurant,great ambience and quick service. loved the dinner experience.,5,8/24/2024,facebook,1,delivery,positive,0.53,support,india - bangalore,24.46,enterprise
373,mealgo,food delivery,cold food and poor packaging.,1,8/5/2024,facebook,2,product,negative,-0.57,experience,india - bangalore,14.18,startup
374,nextgen institute,academic,classes often cancelled without notice.,2,4/23/2024,google,3,support,negative,-0.49,support,sri lanka - colombo,9.76,sme
375,freshmart,supermarket,long queues at checkout counters.,2,3/18/2025,appstore,1,service,negative,-0.47,delivery,sri lanka - kandy,7.78,enterprise
376,dailyneeds,supermarket,some items were expired on the shelf.,2,4/24/2024,appstore,1,product,negative,-0.81,experience,sri lanka - kandy,14.26,sme
377,dailyneeds,supermarket,wide variety of products at good prices.,4,7/13/2024,appstore,1,service,positive,0.83,quality,india - bangalore,10.73,startup
378,urban curry,restaurant,overpriced for the portion size.,1,9/27/2025,facebook,2,service,negative,-0.71,quality,sri lanka - kandy,12.12,sme
379,nextgen institute,academic,classes often cancelled without notice.,1,8/10/2025,appstore,2,product,negative,-0.98,support,india - chennai,26.71,startup
380,spice garden,restaurant,"clean place and tasty meals, will visit again.",4,11/18/2025,yelp,1,service,positive,0.67,delivery,india - chennai,33.86,startup
381,urban curry,restaurant,food was okay but nothing special.,4,1/29/2025,google,1,delivery,neutral,0.12,support,sri lanka - colombo,32.99,startup
382,urban curry,restaurant,the food was delicious and the staff were very friendly.,4,1/26/2025,yelp,1,support,positive,0.67,experience,india - chennai,27.12,sme
383,fooddash,food delivery,app works fine but nothing impressive.,3,1/28/2024,yelp,3,product,neutral,0.01,experience,sri lanka - colombo,33.71,startup
384,grand tandoori,restaurant,service was fine but a bit slow during peak hours.,3,3/8/2024,instagram,2,delivery,neutral,0.22,quality,india - bangalore,9.83,startup
385,stylehub,clothing,sizes were inaccurate and returns were difficult.,2,10/1/2025,google,1,product,negative,-0.81,delivery,sri lanka - kandy,10.94,enterprise
386,urban threads,clothing,good quality fabric and perfect fit.,4,1/29/2025,yelp,1,delivery,positive,0.96,price,sri lanka - kandy,33.22,enterprise
387,urban curry,restaurant,staff were rude and the place was not clean.,1,4/25/2024,instagram,2,delivery,negative,-0.74,delivery,sri lanka - kandy,18.44,sme
388,nextgen institute,academic,facilities are average.,4,6/8/2025,instagram,3,delivery,neutral,0.24,delivery,india - chennai,19.36,startup
389,urban curry,restaurant,authentic flavors and generous portions.,5,10/11/2025,instagram,3,service,positive,0.67,price,sri lanka - kandy,37.94,sme
390,greenbasket,supermarket,staff not responsive when asking for help.,1,2/23/2024,instagram,2,product,negative,-0.59,price,india - bangalore,11.53,startup
391,grand tandoori,restaurant,"clean place and tasty meals, will visit again.",4,3/31/2024,yelp,3,service,positive,0.82,quality,sri lanka - colombo,36.68,enterprise
392,urban threads,clothing,quality is acceptable for the price.,4,10/14/2024,instagram,3,service,neutral,0.05,service,india - chennai,16.88,startup
393,stylehub,clothing,quality is acceptable for the price.,3,9/30/2024,facebook,2,product,neutral,-0.02,service,india - bangalore,26.21,sme
394,urban curry,restaurant,great ambience and quick service. loved the dinner experience.,5,3/20/2025,google,2,service,positive,0.67,quality,sri lanka - kandy,38.4,enterprise
395,futurelearn center,academic,poor communication from administration.,2,10/3/2024,google,1,service,negative,-0.8,support,sri lanka - kandy,17.59,enterprise
396,mealgo,food delivery,delivery was fast and food arrived hot.,5,11/14/2025,facebook,1,delivery,positive,0.75,experience,sri lanka - colombo,36.97,sme
397,urban curry,restaurant,the food was delicious and the staff were very friendly.,4,12/4/2024,yelp,3,support,positive,0.51,support,india - chennai,28.93,sme
398,ocean bites,restaurant,"average taste, reasonable price.",3,7/6/2024,yelp,2,product,neutral,0.1,experience,sri lanka - kandy,32.55,sme
399,stylehub,clothing,good quality fabric and perfect fit.,5,11/29/2025,google,3,product,positive,0.55,price,india - chennai,24.14,startup
400,fooddash,food delivery,app crashed while placing order.,1,11/21/2025,yelp,1,support,negative,-0.67,experience,india - chennai,19.76,sme
401,speedybite,food delivery,easy app to use and good tracking system.,5,11/14/2025,yelp,3,service,positive,0.78,experience,india - bangalore,23.81,enterprise
402,trendwear,clothing,clothes feel comfortable and durable.,5,2/24/2024,appstore,1,product,positive,0.97,service,sri lanka - kandy,17.22,enterprise
403,urban threads,clothing,designs are decent but limited options.,3,7/18/2025,google,2,delivery,neutral,0.16,experience,sri lanka - colombo,19.62,startup
